     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000    -1.083     0.645 110291
     2.000     2.000     2.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     2.000     0.000     0.747     0.553 110311
     0.000     2.000     0.000     2.000     0.000     0.000     1.000     0.000     1.000     1.000     0.000     0.000     0.181     0.602 110321
     1.000     1.000     2.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     2.000     0.000     0.562     0.526 110361
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.999     0.734 110371
     2.000     0.000     1.000     0.000     1.000     0.000     2.000     1.000     0.000     0.000     2.000     0.000     0.563     0.544 110401
     1.000     2.000     2.000     0.000     2.000     1.000     1.000     0.000     1.000     0.000     2.000     0.000     1.134     0.533 110421
     2.000     2.000     2.000     2.000     2.000     2.000     1.000     1.000     2.000     1.000     2.000     0.000     2.756     0.587 110461
     2.000     0.000     2.000     0.000     0.000     2.000     1.000     0.000     0.000     0.000     0.000     0.000    -0.034     0.600 110481
     2.000     2.000     2.000     2.000     0.000     2.000     1.000     2.000     1.000     0.000     2.000     0.000     2.002     0.586 110491
     1.000     2.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000    -0.798     0.603 110561
     1.000     1.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.497     0.576 110571
     1.000     0.000     1.000     0.000     2.000     0.000     2.000     1.000     2.000     0.000     2.000     0.000     0.887     0.562 110581
     2.000     0.000     0.000     1.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.831     0.532 110641
     1.000     0.000     1.000     0.000     1.000     0.000     1.000     1.000     0.000     0.000     2.000     0.000     0.137     0.530 110671
     2.000     0.000     0.000     0.000     0.000     0.000     2.000     0.000     2.000     0.000     2.000     0.000     0.229     0.613 110681
     2.000     0.000     2.000     0.000     0.000     0.000     1.000     0.000     1.000     0.000     2.000     0.000     0.343     0.563 110691
     2.000     2.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.234     0.575 110701
     2.000     2.000     2.000     1.000     0.000     1.000     1.000     1.000     2.000     0.000     2.000     0.000     1.700     0.541 110711
     2.000     0.000     1.000     0.000     2.000     0.000     0.000     1.000     1.000     0.000     2.000     0.000     0.581     0.553 110731
     0.000     2.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000    -0.598     0.627 110771
     2.000     2.000     2.000     0.000     1.000     0.000     1.000     1.000     0.000     0.000     1.000     0.000     0.704     0.531 110781
     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.528     0.680 110791
     1.000     2.000     2.000     2.000     2.000     0.000     2.000     0.000     1.000     1.000     2.000     0.000     1.814     0.571 110821
     2.000     0.000     0.000     0.000     0.000     0.000     2.000     2.000     2.000     0.000     2.000     0.000     0.727     0.619 110841
     1.000     0.000     2.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     0.000    -0.544     0.608 110851
     2.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.966     0.635 110871
